"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","M1","M2","M3","M4","M5","M1_ratio","M2_ratio","M3_ratio","M4_ratio","M5_ratio"
"GP","F",17,"U","GT3","T",1,1,"other","other","course","mother",1,2,0,"no","yes","yes","no","no","yes","no","no",4,4,4,1,3,1,4,9,9,10,-9598.78170000001,-9603.4599,-9417.19070000001,-9419.5744,-9420.4696,0.253528938161636,0.253683847727834,0.247545344646695,0.247623519765176,0.24765288100964
"GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,0,14,15,15,-11022.6173,-11000.3713,-11115.2494,-11070.3783,-11211.7166,0.248269919995614,0.247644772840146,0.250879775455112,0.249614196899313,0.25360930828319
"GP","F",15,"U","GT3","T",1,2,"at_home","services","course","mother",1,2,0,"no","no","no","no","no","yes","yes","no",3,2,3,1,2,1,2,16,15,15,-10966.5078,-10940.2698,-11505.0754,-11433.6634,-11517.0617,0.241573945223184,0.240856755401839,0.256480515131307,0.254483409544722,0.256816346973763
"MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,0,"no","no","no","no","yes","yes","yes","no",5,4,4,1,1,1,0,19,18,19,-16373.5001,-16349.9095,-14865.2296,-14908.8237000001,-15180.0673,0.267086846872731,0.266599442687982,0.236661123028505,0.237520008477474,0.242890936617524
"GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,0,"no","no","no","no","yes","yes","yes","yes",5,4,3,2,3,1,7,13,13,14,-10127.877,-10099.3274,-9961.05350000001,-9961.79720000003,-9939.23050000003,0.253441441501138,0.252546585557571,0.248230559352252,0.248253693346031,0.247552101117789
"GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,1,"no","yes","yes","no","yes","yes","yes","yes",4,5,5,4,4,5,4,10,12,12,-10254.7718,-10147.1131,-10020.1433,-9950.12310000002,-9988.29850000004,0.255693764857933,0.252332035406552,0.248390361139174,0.246227237257154,0.247405654104938
"GP","F",15,"U","LE3","A",4,3,"other","other","course","mother",1,2,0,"yes","yes","yes","yes","yes","yes","yes","yes",5,2,2,1,1,5,8,8,8,6,-12890.7475,-12954.5455,-13489.0396999999,-13495.2708,-13562.4406,0.240942712031395,0.242424249626086,0.254976817535905,0.255124650486006,0.25672046923464
"GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",1,2,0,"no","no","yes","no","no","yes","yes","no",4,3,3,1,2,4,2,12,10,11,-9392.57889999999,-9387.459,-9393.37560000002,-9391.63479999999,-9396.6362,0.250008051828628,0.249837724532739,0.250034560379161,0.249976640302395,0.250143061841877
"GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,4,1,1,5,9,9,10,9,-10123.7833,-10147.457,-10550.1966,-10527.552,-10594.8021,0.242079900430052,0.242783422105872,0.254875102124497,0.254188990941451,0.256228807084567
"GP","F",16,"U","GT3","T",3,4,"at_home","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",2,4,3,1,2,3,12,5,5,5,-14479.3085,-14576.6217,-14366.3069,-14410.3772,-14683.8364,0.249483485077596,0.251582062832805,0.247055397651485,0.248001221421372,0.253902345203164
"GP","M",17,"R","GT3","T",2,2,"other","other","course","father",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,5,2,1,1,1,4,11,11,11,-9396.63100000001,-9392.4881,-9372.7191,-9375.52729999998,-9374.4263,0.250475562402495,0.250337484274795,0.249679025768796,0.249772517987238,0.249735861191431
"GP","M",15,"U","GT3","T",3,4,"other","other","reputation","father",1,1,0,"no","no","no","no","yes","yes","yes","no",3,4,3,1,2,4,6,14,13,13,-9665.94739999999,-9645.75229999999,-9714.30910000003,-9691.2694,-9694.86759999999,0.24946827815758,0.248817375802575,0.251029771387713,0.250285383519883,0.25040157910687
"GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,1,"no","no","no","no","yes","yes","no","no",5,5,5,3,4,5,6,11,11,10,-9436.9717,-9406.80789999999,-9480.83419999998,-9464.87059999999,-9462.56410000003,0.249555798865917,0.248559865147217,0.251006867947054,0.250478366631343,0.250402043061483
"MS","F",17,"R","GT3","T",1,2,"other","services","course","father",2,2,0,"no","no","no","no","no","yes","no","no",3,2,2,1,2,3,0,12,11,12,-9449.67070000001,-9438.27110000002,-9767.6702,-9751.97650000001,-9788.77009999999,0.243883315249766,0.243517462000673,0.25417651777051,0.25366453997449,0.254865522213142
"GP","M",16,"U","GT3","T",1,0,"other","other","reputation","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,2,1,1,3,2,13,15,16,-11940.9955,-11911.8156,-12618.5546,-12529.9019,-12632.7056,0.240295431118832,0.239567552474835,0.257440514850565,0.255170326375768,0.257803649144783
"GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,3,2,1,2,5,0,13,12,12,-9449.67070000001,-9438.27110000002,-9395.4506,-9392.7093,-9412.27489999997,0.251062582361526,0.250683788920592,0.249262967804622,0.249172119046159,0.249820827402639
"GP","F",16,"U","GT3","T",1,3,"at_home","services","home","mother",1,2,3,"no","no","no","yes","no","yes","yes","yes",4,3,5,1,1,3,0,8,7,0,-12283.272,-12806.4168,-12469.5753,-12970.6873,-12727.2187,0.240971800428188,0.253839952078574,0.245524036905171,0.257935862239305,0.251874746509256
"MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,0,"no","no","yes","no","yes","yes","yes","yes",4,1,3,1,2,1,0,15,15,15,-11022.6173,-11000.3713,-10773.0501,-10750.7408,-10889.559,0.253897085882609,0.253254894713154,0.246730159242885,0.246093480826977,0.250065771224252
"GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,10,12,10,12,-9404.94229999999,-9393.3791,-9426.06689999999,-9422.87530000001,-9407.3569,0.249801399364948,0.249417670549755,0.250503035545857,0.250396978665768,0.249881558456748
"GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"no","yes","yes","yes","no","yes","yes","no",4,3,4,2,5,5,0,11,11,10,-9563.04750000002,-9563.55699999999,-9739.65050000001,-9736.45199999999,-9678.61359999997,0.246990548243228,0.247006957808896,0.252704422894223,0.252600471960099,0.2507237018378
"GP","M",18,"U","LE3","T",4,3,"teacher","services","course","mother",2,1,0,"no","no","yes","yes","yes","yes","yes","no",4,2,3,1,2,1,8,10,11,10,-9641.05929999998,-9650.6403,-9722.70880000001,-9737.06529999999,-9752.38839999999,0.248079361378433,0.248387131179943,0.250707056718708,0.251170230809474,0.251664968292548
"GP","F",15,"U","GT3","T",4,3,"services","other","reputation","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",4,5,5,1,3,1,4,16,17,18,-14488.7951,-14449.1481,-14035.015,-13982.6749,-14093.5943,0.256164857848868,0.2552849444506,0.246166953978654,0.245023998952801,0.247448646128736
"GP","F",19,"U","GT3","T",2,1,"services","services","home","other",1,3,1,"no","no","yes","yes","yes","yes","yes","yes",4,3,4,1,3,3,4,11,12,11,-9735.02070000003,-9664.62770000006,-9653.81940000001,-9612.65369999998,-9628.77639999998,0.252465033783874,0.250182762117984,0.249833073370351,0.248502999213266,0.249023590328292
"GP","M",17,"R","GT3","T",1,2,"at_home","other","home","mother",1,2,0,"no","no","no","no","yes","yes","no","no",3,1,3,1,5,3,4,8,9,10,-9598.78170000001,-9603.4599,-9417.19070000001,-9419.5744,-9420.4696,0.253528938161636,0.253683847727834,0.247545344646695,0.247623519765176,0.24765288100964
"MS","F",17,"U","LE3","A",3,2,"services","other","reputation","mother",2,2,0,"no","no","no","no","yes","yes","no","yes",1,2,3,1,2,5,2,12,12,11,-9392.57889999999,-9387.459,-9400.37060000001,-9399.3265,-9401.07930000002,0.249880815102057,0.249710591807696,0.250139957767449,0.250105226009705,0.250163533617255
"GP","F",16,"U","LE3","T",2,2,"other","at_home","course","father",2,2,1,"yes","no","no","yes","yes","yes","yes","no",4,3,3,2,2,5,14,10,10,9,-9428.71799999999,-9453.67079999998,-9378.86769999998,-9393.37690000001,-9427.35999999999,0.250408972389159,0.251238167071524,0.248755707275484,0.249236447827689,0.250363876866213
"GP","F",15,"R","GT3","T",1,1,"at_home","other","home","mother",2,4,1,"yes","yes","yes","yes","yes","yes","yes","no",3,1,2,1,1,1,2,7,10,10,-9460.00079999999,-9425.96260000002,-9482.7958,-9466.93819999999,-9478.24560000001,0.249907942216913,0.248785036850368,0.250661069035728,0.2501370517965,0.250510661923203
"GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,3,3,2,3,1,56,9,9,8,-12520.3138,-12729.7051,-10828.9987,-10852.405,-12494.7582,0.266924259176361,0.272605264298351,0.222831823411424,0.223421070758103,0.266234380033475
"GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,0,"no","yes","yes","no","yes","yes","yes","no",5,4,2,1,1,5,0,12,15,15,-11022.6173,-11000.3713,-10661.2369,-10633.3729,-10785.2639,0.25586245621398,0.25521428216295,0.245415239458327,0.244616926648327,0.248981113874494
"GP","M",15,"U","GT3","T",2,2,"services","services","course","father",1,1,0,"yes","yes","no","no","yes","yes","yes","no",5,4,1,1,1,1,0,8,8,11,-9390.16140000001,-9384.2477,-9382.73689999998,-9382.81440000002,-9390.40329999998,0.250136142713328,0.249939240053485,0.249888946376765,0.249891526209409,0.25014419834071
"GP","F",16,"U","GT3","T",4,3,"teacher","health","home","mother",1,3,0,"yes","yes","yes","yes","yes","yes","yes","no",3,4,4,2,4,4,2,10,9,9,-10000.02,-10011.0808,-10550.1966,-10527.552,-10450.4438,0.240736518230655,0.241066981250558,0.257390317794904,0.256696050739733,0.25433770846842
"GP","M",16,"U","LE3","T",2,2,"other","other","home","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,4,4,1,1,3,0,12,12,11,-9390.16140000001,-9384.2477,-9372.7191,-9375.52729999998,-9374.05070000001,0.250360609063622,0.250163494349484,0.249779403106127,0.249872940426186,0.249823755144409
"GP","F",17,"U","LE3","T",2,2,"services","other","course","mother",2,2,0,"yes","yes","yes","no","yes","yes","yes","yes",4,4,4,2,3,5,6,12,12,12,-9417.93320000002,-9405.87939999999,-9457.01300000001,-9447.80039999999,-9445.1509,0.249443060386438,0.249044294827373,0.250737656737301,0.250432229368536,0.250344417525303
"GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,0,"no","yes","yes","yes","no","yes","no","yes",3,5,2,2,2,1,2,15,14,14,-10224.4271,-10202.061,-11055.033,-11021.5522,-11048.8121000001,0.235980311358352,0.23534261421368,0.26013768963275,0.259145681934135,0.259953251427587
"GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",3,1,2,1,3,2,21,17,18,18,-13718.5301,-13623.5407,-13690.9536,-13685.2014,-13131.8502,0.253429490547765,0.251233840123287,0.252791274919181,0.252658231022657,0.239990423812316
"GP","F",16,"R","GT3","T",2,2,"services","services","reputation","mother",2,4,0,"no","yes","yes","yes","no","yes","yes","no",5,3,5,1,1,5,6,10,10,11,-9402.31589999999,-9399.3367,-9451.18239999999,-9446.89529999999,-9452.73859999999,0.249066961397481,0.248968394203859,0.250685938794158,0.250543736589648,0.250737565621259
"GP","F",15,"R","GT3","T",3,4,"services","health","course","mother",1,3,0,"yes","yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,5,2,12,12,11,-9392.57889999999,-9387.459,-9443.66939999999,-9441.34339999999,-9426.48059999998,0.24914694711782,0.24897732333279,0.250842117543998,0.250764841468427,0.250271283983696
"GP","F",16,"U","GT3","A",3,1,"services","other","course","mother",1,2,3,"no","yes","yes","no","yes","yes","yes","no",2,3,3,2,2,4,5,7,7,7,-9887.7516,-9714.86159999997,-9599.03400000001,-9535.32520000001,-9550.84449999995,0.257493093377631,0.251856813263151,0.2481089680389,0.2460570864402,0.246556297724495
"GP","F",15,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,2,1,1,5,2,9,11,11,-9392.57889999999,-9387.459,-9539.43120000001,-9529.4596,-9503.74879999996,0.247432942653105,0.24726471678281,0.252277498850979,0.251947352157998,0.25109690356969
"GP","M",16,"R","GT3","T",4,2,"teacher","services","other","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,3,4,3,10,10,8,9,-10143.0982,-10168.7615,-10237.6715,-10260.6837,-10322.5285,0.24745513532769,0.248236646642987,0.250339980451287,0.251043959499796,0.252939822181627
"GP","F",16,"U","GT3","A",2,2,"other","other","reputation","mother",1,2,0,"yes","yes","yes","no","yes","yes","yes","no",3,3,4,1,1,4,0,12,13,14,-10265.9033,-10246.3321,-10328.2863,-10295.2221,-10400.9781,0.248744843166255,0.248152951561625,0.250635243721797,0.249632582469759,0.252845266407946
"GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"no","yes","yes","no","yes","yes","no","no",3,1,2,1,1,3,6,18,18,18,-14392.0457000001,-14345.1931,-14394.2835,-14497.9276,-14382.0661,0.249777473223319,0.248762056926642,0.249826013424022,0.252078300160454,0.249561051249944
"GP","M",18,"R","GT3","T",3,2,"other","other","course","mother",1,3,0,"no","no","no","yes","no","yes","no","no",5,3,2,1,1,3,1,13,12,12,-9443.3615,-9431.73279999999,-9474.7716,-9477.55260000001,-9496.28539999998,0.249294512712747,0.248911115632092,0.250331278169239,0.250423154652452,0.251042386093568
"MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,0,"no","yes","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,4,13,11,11,-9396.63100000001,-9392.4881,-9474.28080000001,-9474.278,-9461.06789999998,0.248574214689174,0.248437392945137,0.251144205756132,0.251144112893224,0.250706149039445
"GP","F",16,"U","GT3","T",2,3,"other","other","reputation","mother",1,2,0,"yes","yes","yes","yes","yes","yes","no","no",4,4,3,1,3,4,6,8,10,10,-9619.10439999998,-9626.1373,-9448.1968,-9449.892,-9461.70079999997,0.253228108012812,0.253460179751417,0.247614796243122,0.24767022669473,0.248056493126629
"GP","M",15,"U","LE3","A",3,2,"services","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,2,2,1,1,1,0,16,18,19,-16373.5001,-16349.9095,-15893.9585,-15847.0982,-16138.9374,0.254920203554533,0.254459460976676,0.245620379696903,0.244718998059579,0.25035400626593
"GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",4,3,2,2,3,2,0,7,8,0,-24073.9933,-24190.2772,-24946.2613000001,-25026.184,-24580.1252,0.2438049323141,0.245271418449235,0.254890298764625,0.255915900023046,0.250213222213603
"GP","F",16,"U","GT3","A",3,4,"services","other","course","father",1,1,0,"no","no","no","no","yes","yes","yes","no",3,2,1,1,4,5,16,12,11,11,-9455.24770000003,-9460.89359999999,-9388.54180000002,-9393.44829999998,-9435.65100000002,0.250945207272087,0.251132681919523,0.248734453688977,0.248896797657124,0.250294925758575
"GP","F",16,"U","GT3","T",2,2,"services","other","reputation","mother",2,2,0,"no","no","yes","yes","no","yes","yes","no",3,4,4,1,4,5,2,13,13,11,-9392.57889999999,-9387.459,-9372.7191,-9375.52729999998,-9373.51039999997,0.250407231920855,0.250236578226281,0.249745535965187,0.249839058067363,0.249771887386815
"GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",1,2,0,"no","no","yes","no","yes","yes","yes","yes",5,4,4,1,1,5,0,8,7,8,-10606.026,-10622.1993,-10525.1492,-10564.4677,-10455.0715,0.251524989832247,0.252005202075531,0.249129139128769,0.250292742357775,0.247060600363031
"GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","yes",4,3,3,1,1,1,2,10,10,10,-9580.09719999999,-9582.5989,-9522.6414,-9537.54579999999,-9512.8742,0.251079318892038,0.251161352077414,0.249198243217857,0.249685662640589,0.24887903210588
"MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,0,"no","no","no","no","no","yes","yes","no",2,4,5,3,4,2,3,14,16,16,-11906.2364,-11874.5299,-11959.6373,-11895.2016,-11996.9632,0.249468917913072,0.248639397114268,0.250868512257263,0.249180095119951,0.251848657104917
"GP","F",15,"R","GT3","T",1,1,"other","other","reputation","mother",1,2,2,"yes","yes","no","no","no","yes","yes","yes",3,3,4,2,4,5,2,8,6,5,-9922.36679999999,-10075.7745,-9857.43469999997,-10007.9238,-9947.75279999998,0.248750161880932,0.253571241162441,0.246720719523527,0.251434342345759,0.24954539490785
"GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",1,1,3,"no","yes","no","yes","yes","yes","yes","no",5,5,5,2,4,5,16,6,5,5,-9488.32409999998,-9562.27240000001,-9499.10400000001,-9585.5035,-9647.8091,0.247771279719754,0.250185428771662,0.24812262444746,0.250945771082416,0.252989576245613
"GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",2,1,3,"yes","yes","no","yes","yes","no","yes","no",4,5,1,1,1,3,2,8,8,10,-12381.4032,-14040.7434,-12091.622,-13301.2484,-13613.5058,0.23340387363841,0.273231176048833,0.226702748353163,0.255168691497901,0.262732825119018
"GP","M",18,"R","GT3","T",2,2,"services","other","reputation","mother",1,1,2,"no","yes","no","yes","yes","yes","yes","no",3,3,3,1,2,4,0,7,4,0,-15159.6516999999,-15669.1396,-15360.2952,-15870.3766,-15528.2541,0.242833917382879,0.253060393299474,0.246841259147776,0.257146151239057,0.250215733819328
